Age,Height_cm,Weight_kg,BMI,Gender,FitnessGoal,Level,WorkoutsPerWeek,WalksPerWeek,HealthCondition,ActivityLevel,WorkoutType,DietType
20,191,64,17.5,Male,Flexibility,Beginner,3,2,None,Active,Flexibility,Balanced
30,185,119,34.8,Female,Endurance,Beginner,2,4,None,Active,Cardio,Balanced
45,176,60,19.4,Female,Muscle Gain,Intermediate,4,2,None,Active,Strength,High Protein
42,187,114,32.6,Female,Flexibility,Professional,6,6,None,Very Active,Flexibility,Balanced
50,156,100,41.1,Male,Weight Loss,Beginner,2,4,None,Active,Cardio,Calorie Deficit
55,154,102,43.0,Male,Weight Loss,Professional,6,2,None,Very Active,Cardio,Calorie Deficit
23,192,48,13.0,Male,Flexibility,Beginner,1,7,None,Active,Flexibility,Balanced
49,194,48,12.8,Male,Muscle Gain,Beginner,4,4,None,Active,Strength,High Protein
38,180,64,19.8,Male,Weight Loss,Intermediate,5,1,Joint Pain,Active,Low-Impact Strength/Range,Calorie Deficit
33,172,54,18.3,Female,Weight Loss,Beginner,1,4,None,Lightly Active,Cardio,Calorie Deficit
38,191,68,18.6,Male,Endurance,Beginner,3,3,None,Active,Cardio,Balanced
28,159,70,27.7,Male,Endurance,Intermediate,2,5,Hypertension,Active,Cardio,Low Sodium Balanced
54,181,81,24.7,Male,Muscle Gain,Professional,6,6,None,Very Active,Strength,High Protein
53,192,98,26.6,Female,Flexibility,Beginner,3,7,None,Very Active,Flexibility,Balanced
52,179,65,20.3,Male,Muscle Gain,Intermediate,4,4,Diabetes,Active,Strength,Low GI Balanced
36,188,118,33.4,Female,Flexibility,Beginner,1,3,None,Lightly Active,Flexibility,Balanced
37,180,82,25.3,Male,Weight Loss,Intermediate,3,5,None,Active,Cardio,Calorie Deficit
35,167,90,32.3,Female,Endurance,Professional,2,2,Hypertension,Lightly Active,Cardio,Low Sodium Balanced
58,185,48,14.0,Female,Muscle Gain,Professional,4,4,None,Active,Strength,High Protein
31,151,104,45.6,Male,Muscle Gain,Intermediate,4,4,Hypertension,Active,Strength,Low Sodium Balanced
32,163,101,38.0,Male,Flexibility,Intermediate,6,2,None,Very Active,Flexibility,Balanced
48,162,89,33.9,Male,Flexibility,Intermediate,5,4,None,Very Active,Flexibility,Balanced
18,178,64,20.2,Male,Muscle Gain,Professional,5,6,None,Very Active,Strength,High Protein
20,161,61,23.5,Female,Flexibility,Beginner,5,5,None,Very Active,Flexibility,Balanced
33,188,115,32.5,Female,Muscle Gain,Professional,6,2,Hypertension,Very Active,Strength,Low Sodium Balanced
40,151,48,21.1,Female,Muscle Gain,Intermediate,6,2,None,Very Active,Strength,High Protein
28,181,58,17.7,Female,Muscle Gain,Intermediate,4,3,None,Active,Strength,High Protein
29,162,47,17.9,Male,Weight Loss,Professional,4,6,None,Very Active,Cardio,Calorie Deficit
27,195,102,26.8,Male,Flexibility,Intermediate,1,2,None,Lightly Active,Flexibility,Balanced
49,176,99,32.0,Female,Endurance,Professional,6,5,None,Very Active,Cardio,Balanced
33,198,48,12.2,Male,Endurance,Intermediate,2,2,None,Lightly Active,Cardio,Balanced
25,190,68,18.8,Female,Flexibility,Beginner,2,4,None,Active,Flexibility,Balanced
55,166,78,28.3,Male,Muscle Gain,Beginner,3,3,None,Active,Strength,High Protein
29,189,74,20.7,Male,Endurance,Intermediate,4,5,None,Very Active,Cardio,Balanced
41,180,63,19.4,Non-binary/Other,Endurance,Professional,5,3,Joint Pain,Very Active,Low-Impact Strength/Range,Balanced
45,183,75,22.4,Male,Flexibility,Beginner,1,4,None,Lightly Active,Flexibility,Balanced
25,173,104,34.7,Non-binary/Other,Endurance,Professional,4,3,None,Active,Cardio,Balanced
45,194,104,27.6,Female,Muscle Gain,Intermediate,4,5,Asthma,Very Active,Strength,High Protein
53,184,63,18.6,Female,Flexibility,Professional,7,6,None,Very Active,Flexibility,Balanced
43,197,93,24.0,Female,Muscle Gain,Beginner,4,2,None,Active,Strength,High Protein
25,155,107,44.5,Female,Endurance,Professional,7,6,None,Very Active,Cardio,Balanced
45,168,66,23.4,Female,Endurance,Professional,6,5,Diabetes,Very Active,Cardio,Low GI Balanced
45,179,68,21.2,Male,Muscle Gain,Intermediate,4,2,None,Active,Strength,High Protein
54,156,74,30.4,Male,Weight Loss,Intermediate,3,4,None,Active,Cardio,Calorie Deficit
58,159,102,40.3,Female,Endurance,Intermediate,5,2,None,Active,Cardio,Balanced
53,190,75,20.8,Male,Weight Loss,Beginner,3,5,None,Active,Cardio,Calorie Deficit
44,181,108,33.0,Male,Endurance,Beginner,3,5,None,Active,Cardio,Balanced
34,183,63,18.8,Male,Weight Loss,Intermediate,4,2,None,Active,Cardio,Calorie Deficit
26,177,92,29.4,Female,Weight Loss,Intermediate,4,4,None,Active,Cardio,Calorie Deficit
50,164,89,33.1,Female,Weight Loss,Beginner,2,5,None,Active,Cardio,Calorie Deficit
37,179,99,30.9,Male,Muscle Gain,Beginner,3,6,None,Active,Strength,High Protein
30,186,99,28.6,Female,Weight Loss,Beginner,1,4,None,Lightly Active,Cardio,Calorie Deficit
45,178,62,19.6,Female,Weight Loss,Beginner,4,6,None,Very Active,Cardio,Calorie Deficit
46,171,107,36.6,Female,Weight Loss,Intermediate,2,4,Heart Condition,Active,Low-Impact Cardio,Calorie Deficit
30,153,91,38.9,Female,Endurance,Beginner,1,3,Joint Pain,Lightly Active,Low-Impact Strength/Range,Balanced
52,169,119,41.7,Female,Weight Loss,Intermediate,4,6,None,Very Active,Cardio,Calorie Deficit
23,181,101,30.8,Male,Endurance,Professional,6,4,None,Very Active,Cardio,Balanced
35,185,89,26.0,Female,Weight Loss,Professional,5,4,None,Very Active,Cardio,Calorie Deficit
22,199,77,19.4,Male,Weight Loss,Beginner,2,4,None,Active,Cardio,Calorie Deficit
42,153,61,26.1,Female,Muscle Gain,Professional,5,6,None,Very Active,Strength,High Protein
19,176,114,36.8,Non-binary/Other,Endurance,Professional,4,6,None,Very Active,Cardio,Balanced
27,166,48,17.4,Male,Weight Loss,Professional,7,4,None,Very Active,Cardio,Calorie Deficit
47,161,64,24.7,Male,Endurance,Beginner,5,3,None,Very Active,Cardio,Balanced
22,171,91,31.1,Female,Endurance,Beginner,3,4,Heart Condition,Active,Low-Impact Cardio,Balanced
50,166,59,21.4,Male,Flexibility,Professional,4,4,None,Active,Flexibility,Balanced
18,159,114,45.1,Female,Muscle Gain,Intermediate,5,3,None,Very Active,Strength,High Protein
35,150,91,40.4,Male,Muscle Gain,Professional,2,5,None,Active,Strength,High Protein
49,171,119,40.7,Male,Muscle Gain,Beginner,3,4,None,Active,Strength,High Protein
28,175,53,17.3,Female,Flexibility,Beginner,2,3,None,Active,Flexibility,Balanced
38,167,60,21.5,Female,Flexibility,Beginner,5,1,None,Active,Flexibility,Balanced
43,199,113,28.5,Female,Muscle Gain,Professional,1,3,None,Lightly Active,Strength,High Protein
42,163,105,39.5,Male,Flexibility,Intermediate,4,6,None,Very Active,Flexibility,Balanced
39,196,54,14.1,Female,Flexibility,Beginner,4,3,None,Active,Flexibility,Balanced
44,178,94,29.7,Female,Flexibility,Beginner,3,2,None,Active,Flexibility,Balanced
30,161,47,18.1,Female,Muscle Gain,Professional,3,4,None,Active,Strength,High Protein
50,185,114,33.3,Female,Muscle Gain,Intermediate,7,3,None,Very Active,Strength,High Protein
51,184,95,28.1,Female,Muscle Gain,Professional,5,1,Heart Condition,Active,Low-Impact Cardio,High Protein
58,161,63,24.3,Male,Flexibility,Beginner,3,3,None,Active,Flexibility,Balanced
52,156,86,35.3,Male,Muscle Gain,Intermediate,3,4,None,Active,Strength,High Protein
18,178,79,24.9,Female,Flexibility,Intermediate,4,4,None,Active,Flexibility,Balanced
38,160,90,35.2,Male,Weight Loss,Beginner,3,3,None,Active,Cardio,Calorie Deficit
23,182,70,21.1,Female,Flexibility,Intermediate,2,4,None,Active,Flexibility,Balanced
45,155,113,47.0,Male,Endurance,Intermediate,2,7,None,Active,Cardio,Balanced
34,196,108,28.1,Female,Muscle Gain,Professional,6,4,None,Very Active,Strength,High Protein
22,164,81,30.1,Female,Muscle Gain,Beginner,2,3,Diabetes,Active,Strength,Low GI Balanced
48,181,93,28.4,Male,Endurance,Beginner,1,3,None,Lightly Active,Cardio,Balanced
22,160,65,25.4,Male,Flexibility,Beginner,3,3,None,Active,Flexibility,Balanced
55,172,118,39.9,Male,Weight Loss,Beginner,4,5,Asthma,Very Active,Moderate Cardio,Calorie Deficit
20,175,108,35.3,Female,Endurance,Beginner,0,2,None,Sedentary,Cardio,Balanced
40,183,49,14.6,Female,Endurance,Intermediate,4,5,None,Very Active,Cardio,Balanced
54,195,114,30.0,Male,Flexibility,Professional,3,0,None,Lightly Active,Flexibility,Balanced
54,183,48,14.3,Female,Muscle Gain,Beginner,0,3,None,Lightly Active,Strength,High Protein
27,178,83,26.2,Male,Flexibility,Professional,2,5,None,Active,Flexibility,Balanced
27,153,79,33.7,Male,Endurance,Professional,6,3,None,Very Active,Cardio,Balanced
36,166,45,16.3,Female,Endurance,Intermediate,2,4,None,Active,Cardio,Balanced
34,184,68,20.1,Male,Muscle Gain,Beginner,0,2,None,Sedentary,Strength,High Protein
38,162,101,38.5,Male,Muscle Gain,Intermediate,4,5,None,Very Active,Strength,High Protein
31,190,114,31.6,Male,Muscle Gain,Beginner,4,0,None,Active,Strength,High Protein
26,188,85,24.0,Male,Flexibility,Intermediate,3,6,None,Active,Flexibility,Balanced
18,164,98,36.4,Male,Muscle Gain,Professional,5,3,None,Very Active,Strength,High Protein
30,178,90,28.4,Male,Endurance,Beginner,0,6,None,Lightly Active,Cardio,Balanced
21,178,104,32.8,Female,Endurance,Professional,5,3,None,Very Active,Cardio,Balanced
18,160,104,40.6,Male,Weight Loss,Professional,5,5,None,Very Active,Cardio,Calorie Deficit
57,181,101,30.8,Female,Flexibility,Intermediate,4,3,None,Active,Flexibility,Balanced
49,151,75,32.9,Male,Weight Loss,Beginner,2,6,Joint Pain,Active,Low-Impact Strength/Range,Calorie Deficit
51,196,68,17.7,Male,Endurance,Professional,4,2,None,Active,Cardio,Balanced
45,163,80,30.1,Female,Weight Loss,Intermediate,2,2,None,Lightly Active,Cardio,Calorie Deficit
48,169,74,25.9,Female,Endurance,Beginner,2,4,None,Active,Cardio,Balanced
25,171,68,23.3,Male,Weight Loss,Beginner,1,1,None,Lightly Active,Cardio,Calorie Deficit
56,160,74,28.9,Female,Muscle Gain,Professional,6,3,None,Very Active,Strength,High Protein
43,176,51,16.5,Female,Weight Loss,Beginner,6,6,None,Very Active,Cardio,Calorie Deficit
51,152,79,34.2,Female,Muscle Gain,Professional,7,7,None,Very Active,Strength,High Protein
20,166,99,35.9,Female,Muscle Gain,Beginner,5,3,None,Very Active,Strength,High Protein
29,193,58,15.6,Male,Flexibility,Intermediate,4,6,None,Very Active,Flexibility,Balanced
18,177,54,17.2,Male,Muscle Gain,Professional,6,4,None,Very Active,Strength,High Protein
22,178,60,18.9,Female,Muscle Gain,Professional,4,3,None,Active,Strength,High Protein
47,170,98,33.9,Male,Weight Loss,Beginner,3,5,None,Active,Cardio,Calorie Deficit
47,196,114,29.7,Female,Endurance,Beginner,3,4,None,Active,Cardio,Balanced
34,165,88,32.3,Male,Flexibility,Professional,5,7,None,Very Active,Flexibility,Balanced
40,186,117,33.8,Male,Muscle Gain,Beginner,4,3,None,Active,Strength,High Protein
32,169,89,31.2,Female,Flexibility,Intermediate,3,5,None,Active,Flexibility,Balanced
54,155,100,41.6,Male,Weight Loss,Beginner,2,0,Joint Pain,Lightly Active,Low-Impact Strength/Range,Calorie Deficit
38,168,101,35.8,Female,Muscle Gain,Intermediate,6,2,None,Very Active,Strength,High Protein
31,154,65,27.4,Female,Weight Loss,Intermediate,1,0,None,Sedentary,Cardio,Calorie Deficit
19,152,112,48.5,Female,Flexibility,Intermediate,4,7,None,Very Active,Flexibility,Balanced
28,150,94,41.8,Female,Weight Loss,Intermediate,6,5,None,Very Active,Cardio,Calorie Deficit
56,187,77,22.0,Female,Flexibility,Intermediate,4,5,None,Very Active,Flexibility,Balanced
55,164,51,19.0,Female,Weight Loss,Beginner,3,4,None,Active,Cardio,Calorie Deficit
51,183,114,34.0,Female,Flexibility,Intermediate,3,3,Diabetes,Active,Flexibility,Low GI Balanced
55,184,59,17.4,Male,Endurance,Beginner,2,2,None,Lightly Active,Cardio,Balanced
51,198,76,19.4,Male,Weight Loss,Intermediate,6,3,None,Very Active,Cardio,Calorie Deficit
35,174,119,39.3,Male,Weight Loss,Professional,5,4,None,Very Active,Cardio,Calorie Deficit
47,173,64,21.4,Male,Endurance,Intermediate,4,5,None,Very Active,Cardio,Balanced
32,161,59,22.8,Female,Endurance,Professional,3,4,None,Active,Cardio,Balanced
44,167,92,33.0,Female,Weight Loss,Intermediate,0,1,None,Sedentary,Cardio,Calorie Deficit
51,164,115,42.8,Female,Endurance,Intermediate,7,0,Diabetes,Very Active,Cardio,Low GI Balanced
55,193,65,17.5,Male,Muscle Gain,Intermediate,3,2,Joint Pain,Active,Low-Impact Strength/Range,High Protein
50,165,86,31.6,Female,Flexibility,Professional,5,4,None,Very Active,Flexibility,Balanced
41,176,70,22.6,Male,Flexibility,Professional,3,6,None,Active,Flexibility,Balanced
32,157,58,23.5,Female,Flexibility,Intermediate,5,5,None,Very Active,Flexibility,Balanced
47,195,101,26.6,Female,Muscle Gain,Beginner,5,5,None,Very Active,Strength,High Protein
59,174,81,26.8,Male,Endurance,Intermediate,4,4,None,Active,Cardio,Balanced
34,166,102,37.0,Male,Endurance,Professional,3,4,None,Active,Cardio,Balanced
22,178,65,20.5,Male,Weight Loss,Intermediate,4,2,None,Active,Cardio,Calorie Deficit
46,157,113,45.8,Female,Endurance,Professional,6,6,None,Very Active,Cardio,Balanced
21,164,47,17.5,Female,Weight Loss,Professional,5,5,None,Very Active,Cardio,Calorie Deficit
27,176,81,26.1,Female,Muscle Gain,Professional,7,2,None,Very Active,Strength,High Protein
34,195,93,24.5,Male,Flexibility,Intermediate,4,4,None,Active,Flexibility,Balanced
27,199,63,15.9,Male,Flexibility,Professional,7,4,Joint Pain,Very Active,Low-Impact Strength/Range,Balanced
34,156,56,23.0,Female,Flexibility,Professional,5,5,None,Very Active,Flexibility,Balanced
37,152,105,45.4,Female,Endurance,Intermediate,2,6,Joint Pain,Active,Low-Impact Strength/Range,Balanced
41,178,85,26.8,Male,Weight Loss,Professional,4,4,None,Active,Cardio,Calorie Deficit
22,193,77,20.7,Male,Weight Loss,Intermediate,3,4,None,Active,Cardio,Calorie Deficit
51,173,94,31.4,Female,Muscle Gain,Professional,7,1,None,Very Active,Strength,High Protein
23,152,112,48.5,Male,Endurance,Beginner,4,1,None,Active,Cardio,Balanced
19,169,115,40.3,Male,Muscle Gain,Beginner,3,2,None,Active,Strength,High Protein
30,195,77,20.2,Male,Weight Loss,Professional,4,1,None,Active,Cardio,Calorie Deficit
28,164,68,25.3,Female,Weight Loss,Beginner,1,5,Hypertension,Active,Cardio,Low Sodium Balanced
40,174,105,34.7,Female,Flexibility,Intermediate,5,5,None,Very Active,Flexibility,Balanced
33,179,105,32.8,Female,Endurance,Beginner,3,2,None,Active,Cardio,Balanced
48,163,72,27.1,Female,Weight Loss,Professional,4,6,None,Very Active,Cardio,Calorie Deficit
28,156,102,41.9,Female,Flexibility,Professional,5,2,None,Active,Flexibility,Balanced
33,166,87,31.6,Male,Endurance,Intermediate,1,3,None,Lightly Active,Cardio,Balanced
25,193,85,22.8,Female,Muscle Gain,Professional,4,3,Joint Pain,Active,Low-Impact Strength/Range,High Protein
21,169,83,29.1,Male,Endurance,Intermediate,4,3,Hypertension,Active,Cardio,Low Sodium Balanced
57,185,93,27.2,Female,Endurance,Beginner,1,3,None,Lightly Active,Cardio,Balanced
21,158,61,24.4,Male,Weight Loss,Beginner,6,4,None,Very Active,Cardio,Calorie Deficit
42,187,114,32.6,Male,Weight Loss,Intermediate,3,4,None,Active,Cardio,Calorie Deficit
20,197,114,29.4,Male,Endurance,Intermediate,2,7,None,Active,Cardio,Balanced
49,171,109,37.3,Male,Weight Loss,Professional,4,1,None,Active,Cardio,Calorie Deficit
20,151,118,51.8,Male,Weight Loss,Beginner,4,2,None,Active,Cardio,Calorie Deficit
44,173,49,16.4,Male,Weight Loss,Intermediate,4,1,Asthma,Active,Moderate Cardio,Calorie Deficit
46,157,46,18.7,Non-binary/Other,Flexibility,Beginner,3,4,None,Active,Flexibility,Balanced
49,160,66,25.8,Male,Flexibility,Intermediate,1,1,None,Lightly Active,Flexibility,Balanced
36,162,101,38.5,Female,Endurance,Beginner,0,5,Joint Pain,Lightly Active,Low-Impact Strength/Range,Balanced
38,166,110,39.9,Female,Weight Loss,Professional,5,4,None,Very Active,Cardio,Calorie Deficit
22,157,118,47.9,Non-binary/Other,Flexibility,Beginner,4,4,None,Active,Flexibility,Balanced
35,170,60,20.8,Female,Endurance,Beginner,5,4,Hypertension,Very Active,Cardio,Low Sodium Balanced
45,167,95,34.1,Female,Weight Loss,Beginner,1,2,None,Lightly Active,Cardio,Calorie Deficit
59,179,83,25.9,Male,Muscle Gain,Beginner,3,2,None,Active,Strength,High Protein
39,167,84,30.1,Male,Weight Loss,Beginner,5,3,None,Very Active,Cardio,Calorie Deficit
38,195,82,21.6,Male,Weight Loss,Professional,4,5,None,Very Active,Cardio,Calorie Deficit
23,196,104,27.1,Female,Flexibility,Intermediate,5,3,None,Very Active,Flexibility,Balanced
18,180,103,31.8,Female,Endurance,Beginner,1,1,None,Lightly Active,Cardio,Balanced
22,187,54,15.4,Male,Endurance,Professional,7,7,None,Very Active,Cardio,Balanced
58,181,108,33.0,Male,Flexibility,Beginner,4,0,None,Active,Flexibility,Balanced
29,160,107,41.8,Female,Weight Loss,Beginner,5,5,Hypertension,Very Active,Cardio,Low Sodium Balanced
43,194,93,24.7,Male,Muscle Gain,Intermediate,5,5,None,Very Active,Strength,High Protein
51,174,108,35.7,Female,Weight Loss,Beginner,2,3,Heart Condition,Active,Low-Impact Cardio,Calorie Deficit
31,182,76,22.9,Female,Weight Loss,Professional,7,2,None,Very Active,Cardio,Calorie Deficit
43,187,51,14.6,Female,Muscle Gain,Professional,4,2,None,Active,Strength,High Protein
44,190,65,18.0,Female,Flexibility,Intermediate,3,5,None,Active,Flexibility,Balanced
26,157,64,26.0,Female,Endurance,Beginner,4,4,None,Active,Cardio,Balanced
43,160,70,27.3,Male,Flexibility,Professional,6,5,Asthma,Very Active,Flexibility,Balanced
39,171,112,38.3,Female,Flexibility,Beginner,5,6,None,Very Active,Flexibility,Balanced
47,173,59,19.7,Female,Weight Loss,Beginner,2,5,None,Active,Cardio,Calorie Deficit
34,190,58,16.1,Male,Endurance,Beginner,4,2,Heart Condition,Active,Low-Impact Cardio,Balanced
43,166,71,25.8,Male,Endurance,Intermediate,5,3,None,Very Active,Cardio,Balanced
53,161,84,32.4,Male,Flexibility,Beginner,0,5,None,Lightly Active,Flexibility,Balanced
18,195,102,26.8,Male,Muscle Gain,Professional,4,3,None,Active,Strength,High Protein
25,181,72,22.0,Female,Flexibility,Beginner,2,1,Heart Condition,Lightly Active,Low-Impact Cardio,Balanced
52,164,70,26.0,Female,Muscle Gain,Professional,4,5,None,Very Active,Strength,High Protein
32,165,107,39.3,Male,Endurance,Beginner,6,3,None,Very Active,Cardio,Balanced
39,171,110,37.6,Male,Flexibility,Professional,5,6,None,Very Active,Flexibility,Balanced
31,177,69,22.0,Female,Weight Loss,Professional,6,5,None,Very Active,Cardio,Calorie Deficit
43,169,47,16.5,Male,Flexibility,Beginner,6,1,None,Very Active,Flexibility,Balanced
45,182,116,35.0,Male,Endurance,Beginner,2,6,Asthma,Active,Moderate Cardio,Balanced
40,159,88,34.8,Female,Weight Loss,Professional,6,3,None,Very Active,Cardio,Calorie Deficit
31,189,86,24.1,Female,Weight Loss,Intermediate,4,3,None,Active,Cardio,Calorie Deficit
41,181,50,15.3,Male,Muscle Gain,Beginner,5,3,None,Very Active,Strength,High Protein
19,199,83,21.0,Male,Weight Loss,Intermediate,2,1,None,Lightly Active,Cardio,Calorie Deficit
43,182,96,29.0,Male,Weight Loss,Beginner,5,4,None,Very Active,Cardio,Calorie Deficit
31,151,67,29.4,Female,Flexibility,Beginner,2,2,None,Lightly Active,Flexibility,Balanced
24,182,94,28.4,Female,Endurance,Beginner,2,3,Hypertension,Active,Cardio,Low Sodium Balanced
20,182,87,26.3,Male,Muscle Gain,Beginner,4,3,None,Active,Strength,High Protein
40,190,63,17.5,Female,Flexibility,Intermediate,3,5,None,Active,Flexibility,Balanced
35,162,113,43.1,Female,Weight Loss,Beginner,3,5,None,Active,Cardio,Calorie Deficit
55,179,95,29.6,Male,Weight Loss,Professional,5,2,None,Active,Cardio,Calorie Deficit
52,182,55,16.6,Male,Muscle Gain,Professional,6,4,None,Very Active,Strength,High Protein
32,162,56,21.3,Female,Endurance,Intermediate,3,3,None,Active,Cardio,Balanced
42,175,118,38.5,Male,Muscle Gain,Beginner,0,2,None,Sedentary,Strength,High Protein
54,171,52,17.8,Male,Flexibility,Professional,4,5,None,Very Active,Flexibility,Balanced
45,188,68,19.2,Female,Muscle Gain,Intermediate,4,5,None,Very Active,Strength,High Protein
27,151,85,37.3,Female,Weight Loss,Beginner,1,2,None,Lightly Active,Cardio,Calorie Deficit
56,187,80,22.9,Female,Flexibility,Professional,4,4,Diabetes,Active,Flexibility,Low GI Balanced
34,188,116,32.8,Female,Weight Loss,Professional,5,2,None,Active,Cardio,Calorie Deficit
56,175,99,32.3,Female,Endurance,Intermediate,1,5,None,Active,Cardio,Balanced
39,195,53,13.9,Male,Weight Loss,Beginner,3,2,None,Active,Cardio,Calorie Deficit
43,199,91,23.0,Female,Weight Loss,Beginner,5,7,None,Very Active,Cardio,Calorie Deficit
42,164,59,21.9,Male,Muscle Gain,Professional,3,5,None,Active,Strength,High Protein
34,183,92,27.5,Male,Weight Loss,Professional,5,4,None,Very Active,Cardio,Calorie Deficit
30,191,86,23.6,Female,Flexibility,Professional,6,4,None,Very Active,Flexibility,Balanced
37,193,104,27.9,Female,Flexibility,Beginner,2,6,None,Active,Flexibility,Balanced
42,198,114,29.1,Male,Endurance,Intermediate,5,4,None,Very Active,Cardio,Balanced
21,189,56,15.7,Female,Flexibility,Intermediate,4,2,None,Active,Flexibility,Balanced
27,160,46,18.0,Male,Muscle Gain,Beginner,3,3,None,Active,Strength,High Protein
20,152,51,22.1,Male,Endurance,Intermediate,0,6,None,Lightly Active,Cardio,Balanced
58,155,47,19.6,Male,Flexibility,Professional,6,5,None,Very Active,Flexibility,Balanced
35,158,47,18.8,Female,Muscle Gain,Intermediate,5,5,Asthma,Very Active,Strength,High Protein
53,155,71,29.6,Female,Flexibility,Intermediate,1,6,None,Active,Flexibility,Balanced
39,158,84,33.6,Male,Flexibility,Intermediate,3,6,Joint Pain,Active,Low-Impact Strength/Range,Balanced
51,188,77,21.8,Female,Weight Loss,Professional,7,6,None,Very Active,Cardio,Calorie Deficit
25,180,45,13.9,Male,Flexibility,Beginner,3,1,None,Active,Flexibility,Balanced
57,181,52,15.9,Female,Flexibility,Professional,5,4,None,Very Active,Flexibility,Balanced
36,190,76,21.1,Male,Muscle Gain,Beginner,5,5,None,Very Active,Strength,High Protein
59,199,92,23.2,Male,Muscle Gain,Beginner,4,5,None,Very Active,Strength,High Protein
58,161,48,18.5,Female,Weight Loss,Beginner,3,4,None,Active,Cardio,Calorie Deficit
54,157,114,46.2,Male,Flexibility,Intermediate,5,2,None,Active,Flexibility,Balanced
23,157,63,25.6,Male,Weight Loss,Intermediate,6,5,None,Very Active,Cardio,Calorie Deficit
43,199,76,19.2,Female,Flexibility,Beginner,3,5,None,Active,Flexibility,Balanced
51,177,53,16.9,Female,Endurance,Beginner,3,1,None,Active,Cardio,Balanced
23,169,56,19.6,Male,Endurance,Intermediate,3,4,None,Active,Cardio,Balanced
54,196,55,14.3,Male,Weight Loss,Professional,7,2,None,Very Active,Cardio,Calorie Deficit
50,156,90,37.0,Male,Weight Loss,Beginner,4,3,Heart Condition,Active,Low-Impact Cardio,Calorie Deficit
39,160,60,23.4,Female,Weight Loss,Professional,3,0,None,Lightly Active,Cardio,Calorie Deficit
38,169,45,15.8,Male,Muscle Gain,Intermediate,6,4,None,Very Active,Strength,High Protein
23,165,107,39.3,Female,Muscle Gain,Beginner,3,4,Asthma,Active,Strength,High Protein
23,153,65,27.8,Non-binary/Other,Muscle Gain,Professional,2,5,None,Active,Strength,High Protein
21,155,74,30.8,Male,Weight Loss,Professional,5,5,Asthma,Very Active,Moderate Cardio,Calorie Deficit
47,171,57,19.5,Male,Flexibility,Professional,5,6,None,Very Active,Flexibility,Balanced
28,175,78,25.5,Male,Endurance,Intermediate,6,3,None,Very Active,Cardio,Balanced
47,152,48,20.8,Male,Weight Loss,Intermediate,3,2,Asthma,Active,Moderate Cardio,Calorie Deficit
48,190,72,19.9,Female,Muscle Gain,Professional,6,6,None,Very Active,Strength,High Protein
41,191,103,28.2,Male,Muscle Gain,Professional,5,2,None,Active,Strength,High Protein
26,163,71,26.7,Male,Weight Loss,Intermediate,1,7,None,Active,Cardio,Calorie Deficit
20,160,113,44.1,Female,Weight Loss,Professional,7,6,None,Very Active,Cardio,Calorie Deficit
48,167,69,24.7,Male,Muscle Gain,Professional,5,4,None,Very Active,Strength,High Protein
57,161,47,18.1,Female,Flexibility,Intermediate,3,7,Heart Condition,Very Active,Low-Impact Cardio,Balanced
54,172,112,37.9,Male,Muscle Gain,Professional,5,2,None,Active,Strength,High Protein
53,161,69,26.6,Female,Muscle Gain,Professional,6,3,None,Very Active,Strength,High Protein
41,162,64,24.4,Female,Weight Loss,Professional,4,5,None,Very Active,Cardio,Calorie Deficit
48,174,78,25.8,Female,Flexibility,Intermediate,3,3,Joint Pain,Active,Low-Impact Strength/Range,Balanced
23,194,70,18.6,Female,Muscle Gain,Professional,3,6,None,Active,Strength,High Protein
19,168,49,17.4,Male,Muscle Gain,Intermediate,3,1,None,Active,Strength,High Protein
37,195,105,27.6,Male,Endurance,Intermediate,5,4,Hypertension,Very Active,Cardio,Low Sodium Balanced
45,185,53,15.5,Female,Weight Loss,Beginner,3,4,None,Active,Cardio,Calorie Deficit
28,194,94,25.0,Female,Endurance,Beginner,2,4,None,Active,Cardio,Balanced
21,157,50,20.3,Male,Endurance,Professional,3,3,None,Active,Cardio,Balanced
32,178,104,32.8,Male,Muscle Gain,Intermediate,3,3,Joint Pain,Active,Low-Impact Strength/Range,High Protein
23,181,88,26.9,Male,Weight Loss,Beginner,5,5,None,Very Active,Cardio,Calorie Deficit
47,193,55,14.8,Male,Flexibility,Professional,4,3,None,Active,Flexibility,Balanced
55,167,110,39.4,Male,Muscle Gain,Beginner,6,5,None,Very Active,Strength,High Protein
19,155,91,37.9,Female,Flexibility,Beginner,3,4,None,Active,Flexibility,Balanced
32,167,117,42.0,Male,Flexibility,Intermediate,2,5,None,Active,Flexibility,Balanced
28,168,47,16.7,Male,Weight Loss,Intermediate,6,5,None,Very Active,Cardio,Calorie Deficit
25,171,74,25.3,Female,Endurance,Beginner,3,2,None,Active,Cardio,Balanced
43,186,65,18.8,Female,Weight Loss,Beginner,4,4,None,Active,Cardio,Calorie Deficit
22,181,72,22.0,Female,Flexibility,Intermediate,7,6,None,Very Active,Flexibility,Balanced
23,190,106,29.4,Female,Muscle Gain,Professional,2,4,None,Active,Strength,High Protein
43,152,77,33.3,Male,Flexibility,Intermediate,2,7,None,Active,Flexibility,Balanced
21,177,79,25.2,Female,Muscle Gain,Beginner,4,3,None,Active,Strength,High Protein
36,159,96,38.0,Female,Muscle Gain,Professional,4,2,None,Active,Strength,High Protein
